1,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.547608,-0.00407,0.798855,-0.000257,0.023512,0.0
2,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.547608,-0.00407,0.798855,-0.000257,0.022107,0.0
3,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.547608,-0.00407,0.798855,-0.000257,0.021871,0.0
4,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.547608,-0.00407,0.798855,-0.000257,0.022862,0.0
5,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.547608,-0.00407,0.798855,-0.000257,0.021547,0.0
6,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.547608,-0.00407,0.798855,-0.000257,0.024306,0.0
7,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.547608,-0.00407,0.798855,-0.000257,0.022904,0.0
8,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.547608,-0.00407,0.798855,-0.000257,0.023181,0.0
9,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.547608,-0.00407,0.798855,-0.000257,0.02283,0.0
10,-0.003219,-0.003219,-0.003219,-0.003219,0.787292,0.787512,0.73062,0.730868,19.549392,-0.004068,0.799072,-0.000257,0.02399,0.0
11,-0.003219,-0.003219,-0.003219,-0.003219,0.787376,0.787596,0.730726,0.730974,19.553528,-0.004067,0.798804,-0.000257,0.024812,0.003848
12,-0.003219,-0.003219,-0.003219,-0.003219,0.787415,0.787636,0.730761,0.731009,19.556458,-0.004066,0.798559,-0.000257,0.023095,0.001418
13,-0.003219,-0.003219,-0.003219,-0.003219,0.787415,0.787636,0.730761,0.731009,19.556458,-0.004066,0.798559,-0.000257,0.023485,0.0
14,-0.003219,-0.003219,-0.003219,-0.003219,0.787415,0.787636,0.730761,0.731009,19.556458,-0.004066,0.798559,-0.000257,0.023468,0.0
15,-0.003219,-0.003219,-0.003219,-0.003219,0.787415,0.787636,0.730761,0.731009,19.558265,-0.004065,0.798421,-0.000257,0.025033,0.0
16,-0.003219,-0.003219,-0.003219,-0.003219,0.787471,0.787691,0.730849,0.731097,19.562564,-0.004061,0.800009,-0.000258,0.025096,0.000092
17,-0.003219,-0.003219,-0.003219,-0.003219,0.787527,0.787747,0.730874,0.731121,19.565408,-0.004058,0.802263,-0.000258,0.023417,0.018929
18,-0.003219,-0.003219,-0.003219,-0.003219,0.787527,0.787747,0.730874,0.731121,19.566846,-0.004047,0.808623,-0.00026,0.023349,0.0
19,-0.003219,-0.003219,-0.003219,-0.003219,0.787806,0.788026,0.730781,0.731028,19.569322,-0.004037,0.823301,-0.000265,0.022111,0.070365
20,-0.003219,-0.003219,-0.003219,-0.003219,0.788218,0.788437,0.730498,0.730745,19.571597,-0.004034,0.844996,-0.000272,0.024882,0.178305
21,-0.003219,-0.003219,-0.003219,-0.003219,0.788921,0.78914,0.729992,0.730238,19.573634,-0.004043,0.881251,-0.000286,0.024248,0.321478
22,-0.003219,-0.003219,-0.003219,-0.003219,0.789997,0.790216,0.72918,0.729426,19.574291,-0.004079,0.922449,-0.000303,0.025124,0.54192
23,-0.003219,-0.003219,-0.003219,-0.003219,0.791471,0.791691,0.728031,0.728278,19.573384,-0.004142,0.966575,-0.000323,0.023303,0.756647
24,-0.003219,-0.003219,-0.003219,-0.003219,0.793051,0.793274,0.726761,0.727012,19.570846,-0.004215,1.005502,-0.000343,0.022825,0.979044
25,-0.003219,-0.003219,-0.003219,-0.003219,0.794567,0.794793,0.725506,0.72576,19.566842,-0.004291,1.040477,-0.000363,0.02514,1.185226
26,-0.003219,-0.003219,-0.003219,-0.003219,0.795885,0.796115,0.724373,0.724632,19.561449,-0.004375,1.076112,-0.000386,0.025193,1.387103
27,-0.003219,-0.003219,-0.003219,-0.003219,0.79712,0.797355,0.723273,0.723537,19.55542,-0.004457,1.108654,-0.00041,0.027079,1.609371
28,-0.003219,-0.003219,-0.003219,-0.003219,0.798302,0.798541,0.722194,0.722463,19.548881,-0.004542,1.140383,-0.000437,0.024218,1.831998
29,-0.003219,-0.003219,-0.003219,-0.003219,0.799403,0.799646,0.721166,0.721441,19.54276,-0.004612,1.165251,-0.000461,0.022965,2.071166
30,-0.003219,-0.003219,-0.003219,-0.003219,0.800364,0.800611,0.720253,0.720532,19.536649,-0.004668,1.185785,-0.000484,0.023644,2.285698
31,-0.003219,-0.003219,-0.003219,-0.003219,0.801117,0.801369,0.719509,0.719792,19.53034,-0.004718,1.204703,-0.000508,0.025332,2.491053
32,-0.003219,-0.003219,-0.003219,-0.003219,0.80176,0.802014,0.718852,0.719138,19.524026,-0.004765,1.223583,-0.000534,0.023697,2.70567
33,-0.003219,-0.003219,-0.003219,-0.003219,0.802371,0.802628,0.718218,0.718507,19.518404,-0.004803,1.240169,-0.00056,0.024738,2.940473
34,-0.003219,-0.003219,-0.003219,-0.003219,0.802947,0.803207,0.717621,0.717913,19.512958,-0.00484,1.256961,-0.000587,0.025547,3.165553
35,-0.003219,-0.003219,-0.003219,-0.003219,0.803488,0.803749,0.717062,0.717356,19.507946,-0.004875,1.27433,-0.000617,0.023589,3.407413
36,-0.003219,-0.003219,-0.003219,-0.003219,0.804048,0.804311,0.716494,0.716791,19.503528,-0.004905,1.29036,-0.000646,0.02263,3.665621
